LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
81c87edff72c613c236c7ba4a86aa2989bbfac5c5191b45e67fe70ae306aa1f4,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
81c87edff72c613c236c7ba4a86aa2989bbfac5c5191b45e67fe70ae306aa1f4,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
361f00219fd7e328d624c4bae73e3b7f37278aaa5d0c4fa4909ba32ebe709e81,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
361f00219fd7e328d624c4bae73e3b7f37278aaa5d0c4fa4909ba32ebe709e81,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
361f00219fd7e328d624c4bae73e3b7f37278aaa5d0c4fa4909ba32ebe709e81,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
361f00219fd7e328d624c4bae73e3b7f37278aaa5d0c4fa4909ba32ebe709e81,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
361f00219fd7e328d624c4bae73e3b7f37278aaa5d0c4fa4909ba32ebe709e81,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b4af551b2063c1100b295bdbf0726fabd3504669c33ed35633f1a8552426bc2d,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
b4af551b2063c1100b295bdbf0726fabd3504669c33ed35633f1a8552426bc2d,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
b4af551b2063c1100b295bdbf0726fabd3504669c33ed35633f1a8552426bc2d,3,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13,,£350 - £450
b4af551b2063c1100b295bdbf0726fabd3504669c33ed35633f1a8552426bc2d,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b4af551b2063c1100b295bdbf0726fabd3504669c33ed35633f1a8552426bc2d,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
e3c96b2fc65f56c0d1a9693473302d1e28af15c9a82593003341ec01313cf08d,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
e3c96b2fc65f56c0d1a9693473302d1e28af15c9a82593003341ec01313cf08d,2,Hot water cylinder thermostat,Hot water cylinder thermostat,4,,£200 - £400
e3c96b2fc65f56c0d1a9693473302d1e28af15c9a82593003341ec01313cf08d,3,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
e3c96b2fc65f56c0d1a9693473302d1e28af15c9a82593003341ec01313cf08d,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e3c96b2fc65f56c0d1a9693473302d1e28af15c9a82593003341ec01313cf08d,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
70a3a761a4ab9c7b173c73fedfef72647b374e588de6b78ea1d2cc5ff37bebb4,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
70a3a761a4ab9c7b173c73fedfef72647b374e588de6b78ea1d2cc5ff37bebb4,2,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
70a3a761a4ab9c7b173c73fedfef72647b374e588de6b78ea1d2cc5ff37bebb4,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
70a3a761a4ab9c7b173c73fedfef72647b374e588de6b78ea1d2cc5ff37bebb4,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
f32d7c2617ce90b5c2be992836f2a0b5791eceec6f530a25ca2f0ef54910457e,1,Party wall insulation,Party wall insulation,63,,£300 - £600
f32d7c2617ce90b5c2be992836f2a0b5791eceec6f530a25ca2f0ef54910457e,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f32d7c2617ce90b5c2be992836f2a0b5791eceec6f530a25ca2f0ef54910457e,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
2809340b05c975ef0c7202989118f638daeddcbe591f5a31c8242a928b0dd612,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
2809340b05c975ef0c7202989118f638daeddcbe591f5a31c8242a928b0dd612,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
2809340b05c975ef0c7202989118f638daeddcbe591f5a31c8242a928b0dd612,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2809340b05c975ef0c7202989118f638daeddcbe591f5a31c8242a928b0dd612,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
2809340b05c975ef0c7202989118f638daeddcbe591f5a31c8242a928b0dd612,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4cad2aa4efaecbbf60a996c7faa234944e6980c0d75e2089dc2ab05093217c30,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4cad2aa4efaecbbf60a996c7faa234944e6980c0d75e2089dc2ab05093217c30,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
4cad2aa4efaecbbf60a996c7faa234944e6980c0d75e2089dc2ab05093217c30,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4cad2aa4efaecbbf60a996c7faa234944e6980c0d75e2089dc2ab05093217c30,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
61e6f2df7fc0b8ef47c17262365adbf0ff582da35e95b968ad70da63212f34b2,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
61e6f2df7fc0b8ef47c17262365adbf0ff582da35e95b968ad70da63212f34b2,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£150
61e6f2df7fc0b8ef47c17262365adbf0ff582da35e95b968ad70da63212f34b2,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
8f6c1bd4f9c354c400bafcfd9246707c6ae1bca324f979a6c2dffd0ecd800940,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
8f6c1bd4f9c354c400bafcfd9246707c6ae1bca324f979a6c2dffd0ecd800940,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
8f6c1bd4f9c354c400bafcfd9246707c6ae1bca324f979a6c2dffd0ecd800940,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
d35e2f47c9c602c84f1cf903e139d0541d3ada7f84d076af9e20eac499b79ab8,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d35e2f47c9c602c84f1cf903e139d0541d3ada7f84d076af9e20eac499b79ab8,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
fab95099c0c540eda317f2f72f034a1556c02f3242dadbd3ac29d9b91d372a4e,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
fab95099c0c540eda317f2f72f034a1556c02f3242dadbd3ac29d9b91d372a4e,2,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
fab95099c0c540eda317f2f72f034a1556c02f3242dadbd3ac29d9b91d372a4e,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3b5fc0c39f929946fc71cedaca3e465edd3faaea85e2b75013741f9bb0d79790,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
3b5fc0c39f929946fc71cedaca3e465edd3faaea85e2b75013741f9bb0d79790,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4b3df131c86afa9ea718c903e76d26cee3ad57f7f523d45b2a4d2835893c0a7f,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4b3df131c86afa9ea718c903e76d26cee3ad57f7f523d45b2a4d2835893c0a7f,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
f6a9cef5dc4318e981410dbc606676c1af9d5cddf905feaae11ea8267f3d2d28,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
f6a9cef5dc4318e981410dbc606676c1af9d5cddf905feaae11ea8267f3d2d28,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f6a9cef5dc4318e981410dbc606676c1af9d5cddf905feaae11ea8267f3d2d28,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
6681f43f176e87b667ca090b4db8511b93d74563da8aa0ba5225ffcac2461cab,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
6681f43f176e87b667ca090b4db8511b93d74563da8aa0ba5225ffcac2461cab,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
6681f43f176e87b667ca090b4db8511b93d74563da8aa0ba5225ffcac2461cab,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
bb163fac0cf4d57d46eae8b90723f9e939b36dbad08883a356d18238bc8356db,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
bb163fac0cf4d57d46eae8b90723f9e939b36dbad08883a356d18238bc8356db,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
bb163fac0cf4d57d46eae8b90723f9e939b36dbad08883a356d18238bc8356db,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,5,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
2c7871b371cfaa02366b00c9e9f73b7ce355dfa6839c4b8a1ce841074c57bc26,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
d5a1d83924242f6713cac60bd5751fada8ee4bd92e2d9db882434c8e616b6c84,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
d5a1d83924242f6713cac60bd5751fada8ee4bd92e2d9db882434c8e616b6c84,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
d5a1d83924242f6713cac60bd5751fada8ee4bd92e2d9db882434c8e616b6c84,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d5a1d83924242f6713cac60bd5751fada8ee4bd92e2d9db882434c8e616b6c84,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
098c985feca99cb396be261a65431e7fa6f9572e8bef8fe8cc8d1d67100d15f1,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
098c985feca99cb396be261a65431e7fa6f9572e8bef8fe8cc8d1d67100d15f1,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
098c985feca99cb396be261a65431e7fa6f9572e8bef8fe8cc8d1d67100d15f1,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3e54198062c5bc3edb5fcd8ffae51196a7cb02382759b54419aae3781f3c9ac6,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
3e54198062c5bc3edb5fcd8ffae51196a7cb02382759b54419aae3781f3c9ac6,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
7bf63abd74e13702a884cab35f5f229aa892ff55f05d447f35b87dde8d85e004,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
7bf63abd74e13702a884cab35f5f229aa892ff55f05d447f35b87dde8d85e004,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b8c7dd48d4f785b35f168aa073bc2de2fab271f5fc221cfa136a05a0eb959bfb,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b8c7dd48d4f785b35f168aa073bc2de2fab271f5fc221cfa136a05a0eb959bfb,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,4,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4b2ac50ff20f626f11997bb293163fe11bc5ea95306b3bad4ccfbf85d4cf105e,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
684323f8e5d53cc2bc8ecf9e58f3e2c0bbfea6e702506a68f1fab512fbba2d20,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
684323f8e5d53cc2bc8ecf9e58f3e2c0bbfea6e702506a68f1fab512fbba2d20,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,1,Party wall insulation,Party wall insulation,63,,£300 - £600
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£40
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,4,Hot water cylinder thermostat,Hot water cylinder thermostat,4,,£200 - £400
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,5,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,6,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
bc46b813193e3954d9ca506ef9b3fde7ca8a690ca6a57f748d14bf9f4be99df6,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,4,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,5,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,6,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,7,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
65b90903fefa67b3ec00c788142e3b628d7a45d94071aaf020c9bc83634a5e8a,8,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
e2f7cfd05176cb546f5311e920f95621be28e1f406c9b0aae36c64db42339a36,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
e2f7cfd05176cb546f5311e920f95621be28e1f406c9b0aae36c64db42339a36,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
e2f7cfd05176cb546f5311e920f95621be28e1f406c9b0aae36c64db42339a36,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e2f7cfd05176cb546f5311e920f95621be28e1f406c9b0aae36c64db42339a36,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
e2f7cfd05176cb546f5311e920f95621be28e1f406c9b0aae36c64db42339a36,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,1,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,3,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3,,£15 - £30
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,4,Draught proofing,Draught proofing,10,,£80 - £120
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,5,Low energy lighting for all fixed outlets,Low energy lighting,35,,£40
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,6,Hot water cylinder thermostat,Hot water cylinder thermostat,4,,£200 - £400
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,7,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,8,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
f4d0d0849ed4f2329f0174c6506c851c684de87207efcacb99495f4c1b1ec074,9,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,4,Draught proofing,Draught proofing,10.0,,£80 - £120
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,5,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,6,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,7,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,8,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
0d8dfee5e06a76a925ee9d35f2bce0232fe6a7ecf3d0574a0229faf37fee194b,9,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
356d264ee97d48aeb43c05ab30c660ae711577c5716aed624680d6d0aefb2bc0,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
356d264ee97d48aeb43c05ab30c660ae711577c5716aed624680d6d0aefb2bc0,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
a0e9f8c0ef7f127a1ad0e24090737545fe320aa64d9f95bca5f7f2fa5d341494,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
a0e9f8c0ef7f127a1ad0e24090737545fe320aa64d9f95bca5f7f2fa5d341494,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
03eb8a38cde2a7fdae433eb4d19315336682722d52e81238f40098fb2b906018,1,Room-in-roof insulation,Room-in-roof insulation,46,,"£1,500 - £2,700"
03eb8a38cde2a7fdae433eb4d19315336682722d52e81238f40098fb2b906018,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
03eb8a38cde2a7fdae433eb4d19315336682722d52e81238f40098fb2b906018,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
03eb8a38cde2a7fdae433eb4d19315336682722d52e81238f40098fb2b906018,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
03eb8a38cde2a7fdae433eb4d19315336682722d52e81238f40098fb2b906018,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
e1dbe0bdc3d500073de2c481b51d3870d6fa165cd8c1576844e15645a57af423,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
e1dbe0bdc3d500073de2c481b51d3870d6fa165cd8c1576844e15645a57af423,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e1dbe0bdc3d500073de2c481b51d3870d6fa165cd8c1576844e15645a57af423,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,2,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,3,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,4,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
99c10e601ed950df3a8c69f7c90cffd48f1708ecd1cb2509f82184b32fee8dcc,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,1,Party wall insulation,Party wall insulation,63.0,,£300 - £600
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,4,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,6,High performance external doors,High performance external doors,48.0,,"£1,500"
4c9ca696b3ba267b4145399b61e5ecd0df4fb7696dc1564766d0635da21c0abc,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
d0abe584115cfeac47f5d39eaab137f82f8c9cab9f48e7bda2278fce26cca92d,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£30
d0abe584115cfeac47f5d39eaab137f82f8c9cab9f48e7bda2278fce26cca92d,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d0abe584115cfeac47f5d39eaab137f82f8c9cab9f48e7bda2278fce26cca92d,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,2,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,4,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9de3d8dd34b98e05d95bd42f2e3ba26bccef8e19d1989747c553767b0df879a7,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£40
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,4,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,5,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
078304c8fb9d98183021f1bc4ae8c83d49ed2c97ffa41eff03da3ae8d1a09416,6,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
